PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
1_BACT,0.129869,0.329730,0.111026,0.332334,0.240895,0.047331,0.539109,1.371117,8.850,8.765,0.170,1,0.3403,53
2_ATF5.25-50,0.000000,0.644020,0.376468,0.640235,0.376469,0.079730,0.000001,1.710688,-2.976,-2.969,0.000,1,0.5,45
3_ATF5.50-75,0.872491,2.022268,0.000001,2.048170,0.872491,0.187713,0.999999,2.347496,-21.476,-21.792,0.633,1,0.2131,44
4_ENO1,0.256219,0.813953,0.000000,0.827386,0.256219,0.050303,0.999999,3.229209,4.766,4.549,0.432,1,0.2554,53
5_FOXO3A.<25,0.910272,2.488745,0.000001,2.510722,0.910273,0.187568,0.999999,2.758209,-24.043,-24.237,0.388,1,0.2667,48
6_FOXO3A.25-50,1.041807,1.760298,0.000001,1.739941,1.041808,0.245583,0.999999,1.670118,-20.684,-20.701,0.035,1,0.4259,37
7_FOXO3A.50-75,0.000001,1.595921,0.559154,1.617278,0.559154,0.111651,0.000001,2.854168,-12.584,-12.582,0.000,1,0.5,53
8_HOXD1,0.000001,1.297698,0.896967,1.305673,0.896968,0.177390,0.000001,1.446760,-24.785,-24.785,0.000,1,0.5,52
9_KLF3,0.562576,1.925765,0.000001,1.962044,0.562577,0.111468,0.999999,3.487602,-16.579,-16.720,0.281,1,0.2982,52
10_TBX19,0.000000,0.546462,0.304846,0.553225,0.304847,0.060036,0.000001,1.792580,3.032,3.032,0.000,1,0.5,53
11_TUBA,0.000000,1.497526,0.268531,1.518121,0.268531,0.063179,0.000001,5.576730,5.138,5.145,0.000,1,0.5,42
12_ZNF266.50-75,0.403514,2.038947,0.000000,2.062260,0.403514,0.079277,0.999999,5.110749,-7.314,-7.297,0.000,1,0.5,53
13_ZNF266.75-100,0.000000,0.941732,0.388046,0.955373,0.388046,0.077126,0.000001,2.426856,-3.170,-3.169,0.000,1,0.5,53
14_ZSCAN23,0.572637,1.752086,0.000001,1.783709,0.572638,0.112426,0.999999,3.114898,-16.429,-16.692,0.524,1,0.2345,53
15_BNC2.100-200kDa,0.793192,1.678611,0.000001,1.731302,0.793193,0.160083,0.999999,2.182699,-24.940,-25.529,1.179,1,0.1388,50
16_BNC2.70kDa,0.000001,6.717784,1.209386,6.769550,1.209387,0.257241,0.000001,5.554703,-29.376,-29.348,0.000,1,0.5,49
17_CECR6,0.136159,0.432790,0.219063,0.438796,0.355221,0.069824,0.383306,1.221141,-1.208,-1.277,0.139,1,0.3547,53
18_FOXF2,0.592979,1.223923,0.000001,1.225633,0.592980,0.116310,0.999999,2.066904,-14.722,-14.803,0.162,1,0.3438,53
19_HLXB9.50kDa,0.386192,0.932188,0.309348,0.938293,0.695540,0.140709,0.555241,1.341356,-17.721,-17.853,0.263,1,0.304,50
20_HLXB9.60kDa,0.507789,0.537959,0.000001,0.529827,0.507789,0.099587,0.999999,1.043401,-10.600,-11.105,1.011,1,0.1573,53
21_INSM1,0.000000,0.477988,0.335879,0.478423,0.335879,0.065637,0.000001,1.423097,0.094,0.096,0.000,1,0.5,53
22_MED12.50kDa,0.084010,0.626825,0.255922,0.636557,0.339932,0.067141,0.247138,1.849124,-0.022,-0.030,0.014,1,0.4525,53
23_MED12.70kDa,0.176381,0.610622,0.150962,0.615690,0.327343,0.065043,0.538826,1.871128,0.831,0.810,0.042,1,0.4185,52
24_SIM2.55kDa,0.807292,1.186994,0.000001,1.181221,0.807293,0.158331,0.999999,1.463188,-22.672,-22.849,0.354,1,0.276,53
25_SIM2.70kDa,0.000000,1.600397,0.506014,1.620167,0.506014,0.103236,0.000001,3.162752,-9.596,-9.593,0.000,1,0.5,51
26_SOX13,0.456117,0.796456,0.157898,0.796390,0.614015,0.120498,0.742844,1.294209,-15.515,-15.681,0.333,1,0.2819,53
27_SP100.50kDa,0.797498,1.489264,0.000001,1.512853,0.797499,0.157959,0.999999,1.896997,-22.987,-23.486,0.998,1,0.1589,52
28_SP100.90kDa,0.000001,2.499392,1.035023,2.544317,1.035024,0.216790,0.000001,2.414816,-26.182,-26.182,0.000,1,0.5,48
29_TADA2L,0.594554,2.732604,0.000001,2.760422,0.594554,0.116759,0.999999,4.642843,-16.480,-16.517,0.074,1,0.3928,53
30_TFAP2B,0.000001,1.534146,1.215034,1.570549,1.215036,0.279242,0.000001,1.262634,-24.497,-24.497,0.000,1,0.5,39
31_ZFP161,0.000000,0.943661,0.397614,0.950225,0.397615,0.078295,0.000001,2.373305,-3.842,-3.841,0.000,1,0.5,53
32_PRKCBP1,0.000000,0.413812,0.323487,0.408846,0.323488,0.062938,0.000001,1.279219,0.295,0.316,0.000,1,0.5,53
33_ZNF200,0.000000,1.000044,0.418899,1.010740,0.418899,0.082849,0.000001,2.387313,-5.125,-5.124,0.000,1,0.5,53
34_ZNF703,0.317249,0.417837,0.000000,0.432443,0.317249,0.062246,0.999999,1.363102,-0.962,-2.320,2.716,1,0.04968,53
35_TNRC5,0.000001,1.526939,0.524744,1.540358,0.524744,0.105036,0.000001,2.909872,-10.709,-10.707,0.000,1,0.5,52
36_CTNNB1,0.000001,1.563784,0.745939,1.587437,0.745940,0.152055,0.000001,2.096394,-19.124,-19.124,0.000,1,0.5,50
37_EOMES,0.115014,0.622713,0.522531,0.639874,0.637545,0.129106,0.180401,0.978553,-15.495,-15.524,0.059,1,0.4042,50
38_ESRRG,0.000001,3.360521,1.042014,3.419017,1.042015,0.213116,0.000001,3.225022,-28.460,-28.460,0.000,1,0.5,52
39_HIC1,0.975721,3.023929,0.000001,3.030172,0.975722,0.207818,0.999999,3.105570,-23.667,-23.685,0.036,1,0.4247,45
40_HIPK2,0.000001,2.971605,1.211774,3.019374,1.211775,0.243670,0.000001,2.452275,-32.224,-32.223,0.000,1,0.5,52
41_IKZF3,0.000001,2.476338,0.531474,2.479958,0.531474,0.105499,0.000001,4.659375,-11.235,-11.235,0.000,1,0.5,52
42_FBXL10,0.613483,2.183371,0.000001,2.200606,0.613484,0.122664,0.999999,3.587064,-15.703,-15.783,0.159,1,0.3452,51
43_LIMA1,0.617122,2.551225,0.000001,2.565171,0.617123,0.129852,0.999999,4.156661,-14.227,-14.237,0.020,1,0.4441,46
44_CRSP6,0.045582,0.881306,0.668807,0.904692,0.714389,0.143513,0.063805,1.234788,-18.583,-18.585,0.004,1,0.474,51
45_MIER3,0.000001,2.650387,0.765309,2.683448,0.765310,0.154054,0.000001,3.463156,-20.603,-20.599,0.000,1,0.5,53
46_NOBOX,1.135547,2.443792,0.000001,2.471138,1.135549,0.236531,0.999999,2.176162,-28.713,-29.001,0.575,1,0.2242,47
47_PAX6,0.486818,1.303979,0.000001,1.311968,0.486818,0.098309,0.999999,2.694986,-9.395,-9.508,0.226,1,0.3173,50
48_PRMT3,0.000001,0.787856,0.727658,0.797987,0.727659,0.143970,0.000001,1.082727,-19.425,-19.425,0.000,1,0.5,52
49_SAP30BP,0.113513,0.384066,0.244501,0.390898,0.358015,0.070358,0.317063,1.074970,-1.392,-1.461,0.138,1,0.3553,53
50_TRIM13.25kDa,0.760639,1.759378,0.000001,1.766407,0.760640,0.150643,0.999999,2.322266,-20.923,-21.009,0.172,1,0.339,52
51_TRIM13.50kDa,1.077476,1.223078,0.000001,1.203903,1.077477,0.215495,0.999999,1.117335,-29.050,-29.349,0.600,1,0.2194,51
52_MDS032,0.000001,6.740983,1.529101,6.805338,1.529102,0.346510,0.000001,4.408458,-30.565,-30.559,0.000,1,0.5,42
53_VPS72,0.000001,0.582659,0.498223,0.579097,0.498224,0.097159,0.000001,1.169473,-10.550,-10.541,0.000,1,0.5,53
54_WHSC1,0.321974,0.534320,0.084213,0.533298,0.406187,0.079698,0.792675,1.311051,-4.778,-4.972,0.388,1,0.2666,53
55_ZMYM6,0.000000,0.508764,0.374000,0.503322,0.374000,0.072763,0.000001,1.360329,-3.408,-3.389,0.000,1,0.5,53
56_ZNF17,0.000001,1.577851,0.697499,1.596571,0.697500,0.139260,0.000001,2.262154,-18.084,-18.083,0.000,1,0.5,52
57_ZNF271.50kDa,0.572240,0.772784,0.000001,0.765207,0.572240,0.112226,0.999999,1.337212,-13.704,-13.797,0.186,1,0.333,53
58_ZNF271.75kDa,0.000001,1.795974,0.717480,1.814735,0.717481,0.143400,0.000001,2.503166,-18.754,-18.753,0.000,1,0.5,52
59_ZNF491,0.647906,0.944850,0.000001,0.941498,0.647907,0.127074,0.999999,1.453137,-16.973,-17.156,0.365,1,0.2728,53
60_ZNF613,0.766546,1.763070,0.000001,1.812580,0.766547,0.159485,0.999999,2.364605,-22.333,-22.828,0.990,1,0.1598,47
61_AFF2,0.000001,5.126842,1.468215,5.178462,1.468216,0.314798,0.000001,3.491885,-32.701,-32.699,0.000,1,0.5,46
62_APTX,0.280303,1.910031,1.020452,1.944989,1.300754,0.284790,0.215492,1.471484,-28.465,-28.478,0.027,1,0.4343,43
63_ATXN2,0.000001,1.130645,0.803681,1.139518,0.803682,0.159026,0.000001,1.406832,-21.948,-21.948,0.000,1,0.5,52
64_BAZ1A.170kDa,0.090435,0.974933,0.387785,0.990812,0.478220,0.096524,0.189108,2.043462,-8.593,-8.596,0.006,1,0.469,51
65_BAZ1A.40kDa,0.000001,2.303618,0.741028,2.333909,0.741029,0.149860,0.000001,3.108675,-19.520,-19.518,0.000,1,0.5,52
66_CHD1L,0.128161,0.543999,0.365765,0.554855,0.493925,0.099006,0.259474,1.103632,-9.421,-9.465,0.087,1,0.3839,51
67_EBF2,0.000001,1.274107,0.551359,1.300192,0.551360,0.145941,0.000001,2.310846,-7.561,-7.561,0.000,1,0.5,30
68_FOXD2,0.000001,5.219317,1.381252,5.281855,1.381253,0.327683,0.000001,3.778682,-26.033,-26.031,0.000,1,0.5,38
69_GTF2A1,0.896643,1.712565,0.000001,1.715452,0.896644,0.184897,0.999999,1.913191,-23.194,-23.339,0.291,1,0.2948,48
70_HCFC1,0.000000,1.191778,0.463646,1.213528,0.463646,0.093653,0.000001,2.570448,-7.854,-7.854,0.000,1,0.5,52
71_HMX1,0.030485,0.865183,0.820141,0.897388,0.850625,0.193054,0.035838,1.017621,-18.200,-18.201,0.002,1,0.4815,40
72_HTT,0.719887,1.414698,0.000001,1.432481,0.719887,0.149891,0.999999,1.989868,-18.297,-18.715,0.837,1,0.1801,47
73_IGHMBP2,0.000001,3.900129,1.275768,3.967673,1.275769,0.334467,0.000001,3.057080,-20.306,-20.305,0.000,1,0.5,31
74_MAGEA9,1.119649,7.234390,0.000001,7.353655,1.119650,0.268470,0.999999,6.567815,-26.503,-26.531,0.056,1,0.4063,42
75_MSL3L1,1.108290,10.903797,0.000002,11.133683,1.108292,0.348746,0.999999,10.045804,-21.392,-20.668,0.000,1,0.5,27
76_PURA,0.000001,2.461863,0.859019,2.476554,0.859020,0.171104,0.000001,2.865898,-23.372,-23.371,0.000,1,0.5,52
77_REL,0.050114,1.741291,0.748953,1.773268,0.799067,0.168500,0.062716,2.181087,-19.787,-19.788,0.000,1,0.4919,47
78_TAF15,0.675650,1.840718,0.000001,1.858409,0.675650,0.133806,0.999999,2.750549,-18.432,-18.607,0.350,1,0.2771,52
79_ZNF132,0.315080,1.336690,0.417834,1.351237,0.732914,0.145762,0.429900,1.829714,-19.694,-19.718,0.050,1,0.4116,52
80_ZNF253,0.000001,1.340213,0.749697,1.336241,0.749698,0.171054,0.000001,1.787670,-15.714,-15.710,0.000,1,0.5,39
81_ZNF498,1.643593,6.665541,0.000002,6.748713,1.643594,0.396964,0.999999,4.106070,-29.166,-29.227,0.121,1,0.3641,37
82_ZNF569,0.442935,1.892820,0.000001,1.941365,0.442935,0.088502,0.999998,4.382951,-18.582,-16.933,0.000,1,0.5,51
83_ZNF683,1.071526,4.998710,0.000001,5.163277,1.071528,0.308406,0.999999,4.818613,-20.230,-20.048,0.000,1,0.5,28
84_ZNF778,0.000001,0.995377,0.759861,0.990999,0.759862,0.151157,0.000001,1.309944,-20.652,-20.646,0.000,1,0.5,51
85_SFRS17A,0.572720,1.657698,0.000001,1.676562,0.572720,0.114532,0.999999,2.927366,-14.274,-14.464,0.381,1,0.2686,51
86_ARID3B,0.459601,0.815034,0.165960,0.815083,0.625561,0.123961,0.734702,1.300002,-15.718,-15.859,0.281,1,0.2981,52
87_ATG4B,0.429297,0.665412,0.000000,0.663062,0.429297,0.084197,0.999999,1.544528,-6.261,-6.386,0.251,1,0.3081,53
88_BLZF1,0.000000,0.575376,0.383237,0.586986,0.383237,0.077033,0.000001,1.501358,-2.919,-2.919,0.000,1,0.5,51
89_CIAO1,0.535073,2.904304,0.000001,2.949709,0.535073,0.118381,0.999999,5.512719,-11.924,-11.980,0.111,1,0.3692,48
90_ELF4,0.517032,0.780708,0.000001,0.778176,0.517033,0.104452,0.999999,1.505081,-10.554,-10.740,0.371,1,0.2712,50
91_FOXJ1,0.541241,2.549746,0.000001,2.580705,0.541242,0.109212,0.999999,4.768120,-14.168,-14.184,0.031,1,0.43,50
92_GZF1,0.491942,1.063611,0.000001,1.072440,0.491943,0.097431,0.999999,2.180008,-10.082,-10.335,0.508,1,0.2381,52
93_MANSC1,0.322569,0.900200,0.000000,0.907976,0.322569,0.064504,0.999999,2.814823,0.476,0.347,0.259,1,0.3055,51
94_MBD1,0.505562,1.159278,0.000001,1.171791,0.505562,0.100139,0.999999,2.317798,-11.028,-11.331,0.607,1,0.2179,52
95_MTF2,0.000000,0.821341,0.406091,0.825036,0.406091,0.084627,0.000001,2.022553,-4.226,-4.226,0.000,1,0.5,47
96_MYB,0.541100,0.911895,0.000001,0.906893,0.541101,0.109316,0.999999,1.676017,-11.626,-11.651,0.051,1,0.4108,50
97_BTBD14A,0.525818,1.335113,0.000001,1.352649,0.525818,0.107255,0.999999,2.572464,-11.782,-12.045,0.526,1,0.2342,49
98_NFIX,0.570640,1.525371,0.000001,1.537249,0.570641,0.112998,0.999999,2.693900,-13.912,-14.046,0.269,1,0.3021,52
99_NR2C1,0.000000,0.561085,0.481144,0.567883,0.481144,0.101334,0.000001,1.166146,-8.010,-8.010,0.000,1,0.5,46
100_RCOR1,0.000000,2.766269,0.408568,2.807632,0.408569,0.092159,0.000001,6.770634,-3.842,-3.831,0.000,1,0.5,51
101_RRN3,0.376859,1.945507,0.142813,1.971075,0.519671,0.128985,0.725187,3.777845,-7.841,-7.857,0.033,1,0.4283,35
102_RUFY3,0.325894,2.385653,0.000000,2.425672,0.325894,0.076059,0.999999,7.443124,-1.746,-1.715,0.000,1,0.5,48
103_RUNX2,0.241819,0.449706,0.000000,0.464076,0.241820,0.047460,0.999999,1.919101,5.125,4.332,1.587,1,0.1039,53
104_TBX10,0.000000,0.583539,0.415799,0.582954,0.415800,0.082805,0.000001,1.403415,-5.396,-5.393,0.000,1,0.5,51
105_TBX21,0.458628,1.078543,0.000000,1.084067,0.458629,0.089969,0.999999,2.363714,-8.212,-8.358,0.291,1,0.2949,53
106_TBX5,0.596252,1.072856,0.000001,1.097494,0.596253,0.119241,0.999999,1.840652,-16.053,-16.748,1.391,1,0.1191,51
107_TCF21,0.391222,0.585280,0.000000,0.607094,0.391222,0.076771,0.999999,1.551786,-7.231,-8.368,2.273,1,0.0658,53
108_ZNF79,0.243678,0.467896,0.138826,0.469356,0.382504,0.077344,0.637061,1.221816,-3.092,-3.246,0.310,1,0.2889,50
109_ALX4,1.234166,1.983842,0.000001,1.974142,1.234167,0.421397,0.999999,1.599574,-11.849,-12.310,0.923,1,0.1684,18
110_CORO1A,0.000001,5.127177,1.032363,5.169444,1.032364,0.213824,0.000001,4.966443,-26.831,-26.813,0.000,1,0.5,51
111_DIDO1,0.000001,25.404619,1.502599,25.749858,1.502601,0.580261,0.000001,16.907100,-16.738,-16.595,0.000,1,0.5,25
112_FOXN2,0.835282,1.025916,0.000001,1.013146,0.835283,0.178066,0.999999,1.212938,-20.124,-20.455,0.662,1,0.208,45
113_GATAD2B,0.000001,1.891148,1.001797,1.899732,1.001798,0.239088,0.000001,1.887753,-19.393,-19.393,0.000,1,0.5,36
114_IKZF3,0.000001,2.474260,0.884769,2.457313,0.884770,0.190582,0.000001,2.796501,-21.216,-21.197,0.000,1,0.5,43
115_IKZF5,0.639384,2.667682,0.000001,2.728217,0.639385,0.140690,0.999999,4.266939,-18.988,-18.622,0.000,1,0.5,41
116_LIMA1,0.000001,1.322606,0.663038,1.339602,0.663038,0.137525,0.000001,1.994765,-15.643,-15.643,0.000,1,0.5,48
117_LSR,1.324454,24.320065,0.000001,24.733029,1.324455,0.586633,0.999999,18.674112,-14.776,-14.778,0.005,1,0.4725,21
118_NFKB1.150kDa,0.000001,1.620118,0.875703,1.602629,0.875704,0.184771,0.000001,1.850075,-21.971,-21.949,0.000,1,0.5,45
119_NFKB1.75kDa,0.000001,2.549115,0.895585,2.587793,0.895586,0.205850,0.000001,2.846311,-19.052,-19.051,0.000,1,0.5,40
120_PRMT3,0.966293,2.030572,0.000001,2.020616,0.966294,0.221638,0.999999,2.091098,-20.318,-20.334,0.031,1,0.4306,39
121_TANK,0.792653,1.897167,0.000001,1.896569,0.792654,0.172858,0.999999,2.392683,-18.222,-18.251,0.059,1,0.4038,43
122_TFCP2L1,0.169382,1.053812,0.906787,1.094084,1.076169,0.287962,0.157394,0.980378,-16.744,-16.766,0.045,1,0.4161,29
123_ZFP36L1,0.996689,1.768238,0.000001,1.753077,0.996690,0.212514,0.999999,1.758899,-24.002,-24.015,0.027,1,0.4351,45
124_ZMYM6,0.000001,1.501803,0.929976,1.532584,0.929977,0.185422,0.000001,1.614882,-25.564,-25.564,0.000,1,0.5,52
125_ZNF16,0.613224,1.623005,0.000001,1.647049,0.613224,0.143548,0.999999,2.685883,-12.203,-12.538,0.670,1,0.2065,37
126_ZNF415,0.000001,1.734978,0.997021,1.734053,0.997022,0.216650,0.000001,1.740160,-23.089,-23.088,0.000,1,0.5,43
127_ZNF441,0.919099,1.154441,0.283517,1.118357,1.202616,0.362646,0.764250,0.928315,-14.643,-15.103,0.921,1,0.1687,23
128_ZNF785.50kDa,0.900795,5.176813,0.000001,5.223108,0.900796,0.236986,0.999999,5.798325,-15.471,-15.493,0.043,1,0.4177,29
129_ZNF785.75kDa,0.660334,3.297463,0.000001,3.311969,0.660335,0.150597,0.999999,5.015590,-13.576,-13.582,0.013,1,0.4547,39
130_AFF2.150kDa,0.450194,0.656027,0.000000,0.659692,0.450195,0.088306,0.999999,1.465348,-7.766,-8.267,1.002,1,0.1584,53
131_AFF2.50kDa,0.672677,0.837121,0.000001,0.846954,0.672678,0.133208,0.999999,1.259079,-18.188,-19.085,1.795,1,0.09018,52
132_BTBD3,0.438123,1.363772,0.000000,1.379392,0.438123,0.085987,0.999999,3.148411,-7.940,-8.124,0.368,1,0.272,53
133_C3orf31,0.000001,2.453908,0.888156,2.498677,0.888157,0.191249,0.000001,2.762922,-21.685,-21.685,0.000,1,0.5,46
134_E4F1,0.049301,0.274551,0.198354,0.280746,0.247654,0.048707,0.199071,1.110856,8.228,8.203,0.051,1,0.4104,53
135_EBF1,0.000001,1.539018,0.595593,1.545708,0.595594,0.119326,0.000001,2.584005,-13.930,-13.929,0.000,1,0.5,51
136_EMX2.25kDa,0.000001,1.098424,0.673726,1.119120,0.673727,0.149411,0.000001,1.630369,-14.210,-14.210,0.000,1,0.5,42
137_EMX2.60kDa,0.945450,1.566699,0.000001,1.568039,0.945451,0.190988,0.999999,1.658510,-25.410,-25.635,0.450,1,0.2512,50
138_GTF2A2.50kDa,0.612516,1.588345,0.000001,1.622089,0.612516,0.123095,0.999999,2.648238,-17.338,-17.711,0.745,1,0.1941,51
139_GTF2A2.75kDa,0.000000,1.139207,0.495724,1.140517,0.495724,0.096958,0.000001,2.298066,-9.902,-9.902,0.000,1,0.5,53
140_HOXD10.25kDa,0.000001,1.700943,1.015343,1.699637,1.015344,0.204226,0.000001,1.675238,-27.156,-27.154,0.000,1,0.5,50
141_HOXD10.75kDa,1.109796,1.788605,0.000001,1.776993,1.109797,0.221961,0.999999,1.601186,-29.795,-29.988,0.386,1,0.2671,51
142_IRX1,0.404644,0.804680,0.070109,0.803204,0.474753,0.094983,0.852326,1.690807,-8.552,-8.583,0.060,1,0.403,51
143_KLHL12,0.454716,0.816245,0.000000,0.825275,0.454716,0.120987,0.999999,1.814923,-5.146,-5.617,0.942,1,0.1659,29
144_KLHL14,0.000001,28.020557,1.601868,28.269687,1.601869,0.567842,0.000001,17.492411,-17.287,-16.937,0.000,1,0.5,26
145_MPND,0.000001,2.865370,0.907986,2.916667,0.907987,0.234755,0.000001,3.155739,-15.695,-15.695,0.000,1,0.5,32
